Link_index	Source	Destination	Capacity(EPRps)	Length(km)	Real/Virtual
568	112	380	151077.289	0	virtual
569	380	113	14957.19	16.0	real
570	113	381	151077.289	0	virtual
571	381	114	14957.19	16.0	real
572	113	382	151077.289	0	virtual
573	382	114	14957.19	16.0	real
574	113	383	151077.289	0	virtual
575	383	114	14957.19	16.0	real
576	114	384	151077.289	0	virtual
577	384	115	13443.77	17.0	real
578	114	385	151077.289	0	virtual
579	385	115	13443.77	17.0	real
580	114	386	151077.289	0	virtual
581	386	115	13443.77	17.0	real
582	115	387	151077.289	0	virtual
583	387	45	13443.77	17.0	real
584	115	388	151077.289	0	virtual
585	388	45	13443.77	17.0	real
586	115	389	151077.289	0	virtual
587	389	45	13443.77	17.0	real
588	15	390	151077.289	0	virtual
589	390	117	12125.44	18.0	real
590	15	391	151077.289	0	virtual
591	391	117	12125.44	18.0	real
592	15	392	151077.289	0	virtual
593	392	117	12125.44	18.0	real
594	117	393	151077.289	0	virtual
595	393	118	12125.44	18.0	real
596	117	394	151077.289	0	virtual
597	394	118	12125.44	18.0	real
598	117	395	151077.289	0	virtual
599	395	118	12125.44	18.0	real
600	118	396	151077.289	0	virtual
601	396	16	10970.247	19.0	real
602	118	397	151077.289	0	virtual
603	397	16	10970.247	19.0	real
604	118	398	151077.289	0	virtual
605	398	16	10970.247	19.0	real
606	16	399	151077.289	0	virtual
607	399	17	9128.848	20.91	real
608	16	400	151077.289	0	virtual
609	400	17	9128.848	20.91	real
610	16	401	151077.289	0	virtual
611	401	17	9128.848	20.91	real
612	16	402	151077.289	0	virtual
613	402	17	9128.848	20.91	real
614	16	403	151077.289	0	virtual
615	403	17	9128.848	20.91	real
616	16	404	151077.289	0	virtual
617	404	17	9128.848	20.91	real
618	17	405	151077.289	0	virtual
619	405	120	13443.77	17.0	real
620	17	406	151077.289	0	virtual
621	406	120	13443.77	17.0	real
622	17	407	151077.289	0	virtual
623	407	120	13443.77	17.0	real
624	120	408	151077.289	0	virtual
625	408	18	12125.44	18.0	real
626	120	409	151077.289	0	virtual
627	409	18	12125.44	18.0	real
628	120	410	151077.289	0	virtual
629	410	18	12125.44	18.0	real
630	18	411	151077.289	0	virtual
631	411	122	18743.124	14.0	real
632	18	412	151077.289	0	virtual
633	412	122	18743.124	14.0	real
634	18	413	151077.289	0	virtual
635	413	122	18743.124	14.0	real
636	122	414	151077.289	0	virtual
637	414	123	18743.124	14.0	real
638	122	415	151077.289	0	virtual
639	415	123	18743.124	14.0	real
640	122	416	151077.289	0	virtual
641	416	123	18743.124	14.0	real
642	123	417	151077.289	0	virtual
643	417	19	16706.241	15.0	real
644	123	418	151077.289	0	virtual
645	418	19	16706.241	15.0	real
646	123	419	151077.289	0	virtual
647	419	19	16706.241	15.0	real
648	19	420	151077.289	0	virtual
649	420	125	18743.124	14.0	real
650	19	421	151077.289	0	virtual
651	421	125	18743.124	14.0	real
652	19	422	151077.289	0	virtual
653	422	125	18743.124	14.0	real
654	125	423	151077.289	0	virtual
655	423	24	16706.241	15.0	real
656	125	424	151077.289	0	virtual
657	424	24	16706.241	15.0	real
658	125	425	151077.289	0	virtual
659	425	24	16706.241	15.0	real
660	19	426	151077.289	0	virtual
661	426	127	10970.247	19.0	real
662	19	427	151077.289	0	virtual
663	427	127	10970.247	19.0	real
664	19	428	151077.289	0	virtual
665	428	127	10970.247	19.0	real
666	127	429	151077.289	0	virtual
667	429	128	10970.247	19.0	real
668	127	430	151077.289	0	virtual
669	430	128	10970.247	19.0	real
670	127	431	151077.289	0	virtual
671	431	128	10970.247	19.0	real
672	128	432	151077.289	0	virtual
673	432	129	10970.247	19.0	real
674	128	433	151077.289	0	virtual
675	433	129	10970.247	19.0	real
676	128	434	151077.289	0	virtual
677	434	129	10970.247	19.0	real
678	129	435	151077.289	0	virtual
679	435	30	10970.247	19.0	real
680	129	436	151077.289	0	virtual
681	436	30	10970.247	19.0	real
682	129	437	151077.289	0	virtual
683	437	30	10970.247	19.0	real
684	20	438	151077.289	0	virtual
685	438	26	13827.262	16.733	real
686	20	439	151077.289	0	virtual
687	439	26	13827.262	16.733	real
688	20	440	151077.289	0	virtual
689	440	26	13827.262	16.733	real
690	20	441	151077.289	0	virtual
691	441	131	14957.19	16.0	real
692	20	442	151077.289	0	virtual
693	442	131	14957.19	16.0	real
694	20	443	151077.289	0	virtual
695	443	131	14957.19	16.0	real
696	131	444	151077.289	0	virtual
697	444	21	13443.77	17.0	real
698	131	445	151077.289	0	virtual
699	445	21	13443.77	17.0	real
700	131	446	151077.289	0	virtual
701	446	21	13443.77	17.0	real
702	21	447	151077.289	0	virtual
703	447	28	51980.869	6.976	real
704	21	448	151077.289	0	virtual
705	448	28	51980.869	6.976	real
706	21	449	151077.289	0	virtual
707	449	28	51980.869	6.976	real
708	22	450	151077.289	0	virtual
709	450	37	11112.15	18.87	real
710	22	451	151077.289	0	virtual
711	451	37	11112.15	18.87	real
712	22	452	151077.289	0	virtual
713	452	37	11112.15	18.87	real
714	22	453	151077.289	0	virtual
715	453	133	18743.124	14.0	real
716	22	454	151077.289	0	virtual
717	454	133	18743.124	14.0	real
718	22	455	151077.289	0	virtual
719	455	133	18743.124	14.0	real
720	133	456	151077.289	0	virtual
721	456	30	16706.241	15.0	real
722	133	457	151077.289	0	virtual
723	457	30	16706.241	15.0	real
724	133	458	151077.289	0	virtual
725	458	30	16706.241	15.0	real
726	23	459	151077.289	0	virtual
727	459	30	47846.706	7.424	real
728	23	460	151077.289	0	virtual
729	460	30	47846.706	7.424	real
730	23	461	151077.289	0	virtual
731	461	30	47846.706	7.424	real
732	24	462	151077.289	0	virtual
733	462	135	27389.072	11.0	real
734	24	463	151077.289	0	virtual
735	463	135	27389.072	11.0	real
736	24	464	151077.289	0	virtual
737	464	135	27389.072	11.0	real
738	135	465	151077.289	0	virtual
739	465	27	27389.072	11.0	real
740	135	466	151077.289	0	virtual
741	466	27	27389.072	11.0	real
742	135	467	151077.289	0	virtual
743	467	27	27389.072	11.0	real
744	25	468	151077.289	0	virtual
745	468	137	23976.664	12.0	real
746	25	469	151077.289	0	virtual
747	469	137	23976.664	12.0	real
748	25	470	151077.289	0	virtual
749	470	137	23976.664	12.0	real
750	137	471	151077.289	0	virtual
751	471	27	21136.187	13.0	real
752	137	472	151077.289	0	virtual
753	472	27	21136.187	13.0	real
754	137	473	151077.289	0	virtual
755	473	27	21136.187	13.0	real
756	25	474	151077.289	0	virtual
757	474	37	11767.761	18.296	real
758	25	475	151077.289	0	virtual
759	475	37	11767.761	18.296	real
760	25	476	151077.289	0	virtual
761	476	37	11767.761	18.296	real
762	26	477	151077.289	0	virtual
763	477	139	13443.77	17.0	real
764	26	478	151077.289	0	virtual
765	478	139	13443.77	17.0	real
766	26	479	151077.289	0	virtual
767	479	139	13443.77	17.0	real
768	139	480	151077.289	0	virtual
769	480	27	12125.44	18.0	real
770	139	481	151077.289	0	virtual
771	481	27	12125.44	18.0	real
772	139	482	151077.289	0	virtual
773	482	27	12125.44	18.0	real
774	26	483	151077.289	0	virtual
775	483	141	13443.77	17.0	real
776	26	484	151077.289	0	virtual
777	484	141	13443.77	17.0	real
778	26	485	151077.289	0	virtual
779	485	141	13443.77	17.0	real
780	141	486	151077.289	0	virtual
781	486	27	12125.44	18.0	real
782	141	487	151077.289	0	virtual
783	487	27	12125.44	18.0	real
784	141	488	151077.289	0	virtual
785	488	27	12125.44	18.0	real
786	26	489	151077.289	0	virtual
